
Predictions were generated on 17-Jan-2026 at 06:32:31 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #18: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	Spn2MLxb1	Spn2MLyb1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
(s)	(m)	(m)	(deg)	(deg)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)
   30.6125	  6.442112923E-001	 -9.432104230E-002	  0.000000000E+000	  0.000000000E+000	  3.416626892E+002	  1.950000000E+001	  1.891500000E+003	 -6.241951603E-003	  5.683423951E-004	  0.000000000E+000	 -4.611396027E+001	  3.036156616E+002	  6.929398346E+001	 -1.047439814E+000	  1.616704102E+003	 -8.022901535E+000	  1.899003052E+003	  1.887246013E+000	 -9.921677589E+000	 -2.463539314E+001	 -1.054861259E+001	 -9.779617310E+000	  7.292470932E-001	  4.458745196E-002	 -1.146722221E+001	 -4.656282806E+001	 -1.139289260E+000	 -1.204335022E+001	  9.195814729E-001	  4.331355914E-002	 -8.721675110E+001	 -1.045564575E+003	 -1.138993502E+000
   30.6188	  6.441327333E-001	 -9.430797398E-002	  0.000000000E+000	  0.000000000E+000	  3.423939514E+002	  1.950000000E+001	  1.891500000E+003	 -6.237817928E-003	  5.985177704E-004	  0.000000000E+000	 -4.614262390E+001	  3.035796204E+002	  6.928591156E+001	 -1.042587519E+000	  1.616707886E+003	 -8.172193527E+000	  1.898763062E+003	  1.887707353E+000	 -1.020622540E+001	 -2.490551186E+001	 -9.829099655E+000	 -9.773441315E+000	  7.715688944E-001	  4.514100403E-002	 -1.179402351E+001	 -4.655997086E+001	 -6.757264137E-001	 -1.203253651E+001	  9.730534554E-001	  4.386795312E-002	 -9.194681549E+001	 -1.044729370E+003	 -6.754104495E-001
   30.6250	  6.440646052E-001	 -9.429651499E-002	  0.000000000E+000	  0.000000000E+000	  3.431251831E+002	  1.950000000E+001	  1.891500000E+003	 -6.232758053E-003	  6.286098505E-004	  0.000000000E+000	 -4.617016602E+001	  3.035487976E+002	  6.927883911E+001	 -1.038008571E+000	  1.616712036E+003	 -8.315287590E+000	  1.898553467E+003	  1.888049722E+000	 -1.047523499E+001	 -2.515739250E+001	 -9.102379799E+000	 -9.765608788E+000	  8.140274286E-001	  4.552953318E-002	 -1.210551834E+001	 -4.654982376E+001	 -2.124858946E-001	 -1.202010918E+001	  1.026707053E+000	  4.425769672E-002	 -9.667637634E+001	 -1.043744385E+003	 -2.121473700E-001
   30.6313	  6.440068483E-001	 -9.428666532E-002	  0.000000000E+000	  0.000000000E+000	  3.438564148E+002	  1.950000000E+001	  1.891500000E+003	 -6.226773374E-003	  6.586140953E-004	  0.000000000E+000	 -4.619726181E+001	  3.035230103E+002	  6.927276611E+001	 -1.033555865E+000	  1.616716064E+003	 -8.451726913E+000	  1.898374512E+003	  1.888402700E+000	 -1.072683907E+001	 -2.539040947E+001	 -8.369303703E+000	 -9.756116867E+000	  8.566180468E-001	  4.574190825E-002	 -1.239980412E+001	 -4.653159332E+001	  2.505637109E-001	 -1.200609398E+001	  1.080602765E+000	  4.447162524E-002	 -1.014071503E+002	 -1.042610840E+003	  2.509222925E-001
   30.6375	  6.439594030E-001	 -9.427844733E-002	  0.000000000E+000	  0.000000000E+000	  3.445877075E+002	  1.950000000E+001	  1.891500000E+003	 -6.219866220E-003	  6.885258481E-004	  0.000000000E+000	 -4.622233963E+001	  3.035022278E+002	  6.926777649E+001	 -1.029338598E+000	  1.616719849E+003	 -8.579301834E+000	  1.898227295E+003	  1.888946176E+000	 -1.095524788E+001	 -2.560373116E+001	 -7.631189823E+000	 -9.744973183E+000	  8.994928002E-001	  4.590292647E-002	 -1.267166042E+001	 -4.650471878E+001	  7.102045417E-001	 -1.199052048E+001	  1.134799957E+000	  4.463453591E-002	 -1.061414642E+002	 -1.041329468E+003	  7.105824351E-001
   30.6438	  6.439221501E-001	 -9.427185357E-002	  0.000000000E+000	  0.000000000E+000	  3.453189392E+002	  1.950000000E+001	  1.891500000E+003	 -6.212038454E-003	  7.183406269E-004	  0.000000000E+000	 -4.624674988E+001	  3.034866333E+002	  6.926382446E+001	 -1.025343418E+000	  1.616723877E+003	 -8.699856758E+000	  1.898111572E+003	  1.889359951E+000	 -1.116694164E+001	 -2.579899979E+001	 -6.886658192E+000	 -9.732142448E+000	  9.424747825E-001	  4.563087225E-002	 -1.292684460E+001	 -4.647163391E+001	  1.170866489E+000	 -1.197333908E+001	  1.189207911E+000	  4.436472803E-002	 -1.108749924E+002	 -1.039899292E+003	  1.171265125E+000
   30.6500	  6.438951492E-001	 -9.426689893E-002	  0.000000000E+000	  0.000000000E+000	  3.460501709E+002	  1.950000000E+001	  1.891500000E+003	 -6.203291472E-003	  7.480536588E-004	  0.000000000E+000	 -4.626988983E+001	  3.034760132E+002	  6.926093292E+001	 -1.021521211E+000	  1.616727783E+003	 -8.812354088E+000	  1.898028564E+003	  1.889868259E+000	 -1.135567760E+001	 -2.597473335E+001	 -6.138552189E+000	 -9.717634201E+000	  9.857369065E-001	  4.505167156E-002	 -1.315991402E+001	 -4.643101883E+001	  1.627205610E+000	 -1.195459080E+001	  1.243878484E+000	  4.378813878E-002	 -1.156098251E+002	 -1.038321289E+003	  1.627622128E+000
   30.6562	  6.438782215E-001	 -9.426357597E-002	  0.000000000E+000	  0.000000000E+000	  3.467814331E+002	  1.950000000E+001	  1.891500000E+003	 -6.193627138E-003	  7.776603452E-004	  0.000000000E+000	 -4.629172516E+001	  3.034703979E+002	  6.925914001E+001	 -1.018006563E+000	  1.616731567E+003	 -8.917013168E+000	  1.897976929E+003	  1.890288472E+000	 -1.152478218E+001	 -2.613089752E+001	 -5.384926796E+000	 -9.701481819E+000	  1.029127955E+000	  4.465015233E-002	 -1.337344646E+001	 -4.638065720E+001	  2.084352255E+000	 -1.193432713E+001	  1.298819780E+000	  4.338954389E-002	 -1.203452530E+002	 -1.036598022E+003	  2.084787607E+000
   30.6625	  6.438714266E-001	 -9.426189214E-002	  0.000000000E+000	  0.000000000E+000	  3.475126953E+002	  1.950000000E+001	  1.891500000E+003	 -6.183047779E-003	  8.071560296E-004	  0.000000000E+000	 -4.631159592E+001	  3.034697266E+002	  6.925840759E+001	 -1.014691114E+000	  1.616735596E+003	 -9.011075020E+000	  1.897958252E+003	  1.890819788E+000	 -1.166747761E+001	 -2.626789856E+001	 -4.629596710E+000	 -9.683644295E+000	  1.072873473E+000	  4.394698888E-002	 -1.356172085E+001	 -4.632410049E+001	  2.535193682E+000	 -1.191247177E+001	  1.354051232E+000	  4.268966243E-002	 -1.250824814E+002	 -1.034726440E+003	  2.535648823E+000
   30.6688	  6.438746452E-001	 -9.426184744E-002	  0.000000000E+000	  0.000000000E+000	  3.482439575E+002	  1.950000000E+001	  1.891500000E+003	 -6.171554793E-003	  8.365359972E-004	  0.000000000E+000	 -4.633078766E+001	  3.034740295E+002	  6.925878143E+001	 -1.011677027E+000	  1.616739624E+003	 -9.098835945E+000	  1.897972534E+003	  1.891350985E+000	 -1.179221916E+001	 -2.638525772E+001	 -3.869776249E+000	 -9.664133072E+000	  1.116674304E+000	  4.292186350E-002	 -1.373191357E+001	 -4.625979233E+001	  2.987681150E+000	 -1.188907337E+001	  1.409525990E+000	  4.166815430E-002	 -1.298182220E+002	 -1.032708862E+003	  2.988151550E+000
   30.6750	  6.438878775E-001	 -9.426342696E-002	  0.000000000E+000	  0.000000000E+000	  3.489751892E+002	  1.950000000E+001	  1.891500000E+003	 -6.159149110E-003	  8.657955332E-004	  0.000000000E+000	 -4.634832001E+001	  3.034832764E+002	  6.926025391E+001	 -1.008845568E+000	  1.616743286E+003	 -9.176899910E+000	  1.898018799E+003	  1.891779184E+000	 -1.189289474E+001	 -2.648383713E+001	 -3.107976913E+000	 -9.642945290E+000	  1.160746217E+000	  4.183246195E-002	 -1.387884235E+001	 -4.618802261E+001	  3.436077595E+000	 -1.186412907E+001	  1.465251684E+000	  4.058269411E-002	 -1.345531464E+002	 -1.030545166E+003	  3.436565399E+000
   30.6813	  6.439110041E-001	 -9.426664561E-002	  0.000000000E+000	  0.000000000E+000	  3.497064209E+002	  1.950000000E+001	  1.891500000E+003	 -6.145833526E-003	  8.949299227E-004	  0.000000000E+000	 -4.636420441E+001	  3.034973755E+002	  6.926277161E+001	 -1.006384730E+000	  1.616747314E+003	 -9.245278358E+000	  1.898097168E+003	  1.892259598E+000	 -1.196934509E+001	 -2.656289101E+001	 -2.344398260E+000	 -9.620084763E+000	  1.205040216E+000	  4.068078846E-002	 -1.400212383E+001	 -4.610871887E+001	  3.881703377E+000	 -1.183763599E+001	  1.521265268E+000	  3.943530098E-002	 -1.392880249E+002	 -1.028235352E+003	  3.882207632E+000
   30.6875	  6.439440250E-001	 -9.427147359E-002	  0.000000000E+000	  0.000000000E+000	  3.504377136E+002	  1.950000000E+001	  1.891500000E+003	 -6.131608505E-003	  9.239343344E-004	  0.000000000E+000	 -4.637895966E+001	  3.035163879E+002	  6.926641083E+001	 -1.004079938E+000	  1.616751221E+003	 -9.306513786E+000	  1.898208496E+003	  1.892869711E+000	 -1.202924728E+001	 -2.662353325E+001	 -1.578677654E+000	 -9.595527649E+000	  1.249386787E+000	  3.890193254E-002	 -1.410891438E+001	 -4.602364731E+001	  4.326988220E+000	 -1.180957127E+001	  1.577417731E+000	  3.766105697E-002	 -1.440164032E+002	 -1.025778687E+003	  4.327508926E+000
   30.6938	  6.439868808E-001	 -9.427791834E-002	  0.000000000E+000	  0.000000000E+000	  3.511689453E+002	  1.950000000E+001	  1.891500000E+003	 -6.116476376E-003	  9.528040537E-004	  0.000000000E+000	 -4.639230347E+001	  3.035401917E+002	  6.927111053E+001	 -1.002052307E+000	  1.616755005E+003	 -9.358390808E+000	  1.898351929E+003	  1.893406749E+000	 -1.206079960E+001	 -2.666382027E+001	 -8.123432994E-001	 -9.569335938E+000	  1.294027567E+000	  3.712944314E-002	 -1.418816853E+001	 -4.593031311E+001	  4.768291950E+000	 -1.177997208E+001	  1.633915782E+000	  3.589349240E-002	 -1.487462158E+002	 -1.023177002E+003	  4.768827438E+000
   30.7000	  6.440395713E-001	 -9.428596497E-002	  0.000000000E+000	  0.000000000E+000	  3.519001770E+002	  1.950000000E+001	  1.891500000E+003	 -6.100438070E-003	  9.815342491E-004	  0.000000000E+000	 -4.640364456E+001	  3.035688782E+002	  6.927690125E+001	 -1.000250220E+000	  1.616758423E+003	 -9.399675369E+000	  1.898526855E+003	  1.893942714E+000	 -1.206848621E+001	 -2.668579292E+001	 -4.671257734E-002	 -9.541459084E+000	  1.338890553E+000	  3.505830467E-002	 -1.424430752E+001	 -4.583097076E+001	  5.204973698E+000	 -1.174879742E+001	  1.690634131E+000	  3.382762149E-002	 -1.534722595E+002	 -1.020428711E+003	  5.205524445E+000
   30.7063	  6.441019773E-001	 -9.429559857E-002	  0.000000000E+000	  0.000000000E+000	  3.526314392E+002	  1.950000000E+001	  1.891500000E+003	 -6.083494984E-003	  1.010120031E-003	  0.000000000E+000	 -4.641433334E+001	  3.036023560E+002	  6.928368378E+001	 -9.987871647E-001	  1.616762207E+003	 -9.434412956E+000	  1.898733887E+003	  1.894543290E+000	 -1.205875015E+001	 -2.668693352E+001	  7.200933099E-001	 -9.511980057E+000	  1.383784652E+000	  3.330291435E-002	 -1.428300858E+001	 -4.572102737E+001	  5.641589165E+000	 -1.171615124E+001	  1.747497082E+000	  3.207782656E-002	 -1.581906281E+002	 -1.017537537E+003	  5.642153263E+000
   30.7125	  6.441740394E-001	 -9.430681169E-002	  0.000000000E+000	  0.000000000E+000	  3.533626709E+002	  1.950000000E+001	  1.891500000E+003	 -6.065648515E-003	  1.038556569E-003	  0.000000000E+000	 -4.642293167E+001	  3.036405945E+002	  6.929157257E+001	 -9.975376129E-001	  1.616765625E+003	 -9.458771706E+000	  1.898971069E+003	  1.895084381E+000	 -1.202343559E+001	 -2.666981125E+001	  1.485179186E+000	 -9.480820656E+000	  1.428945065E+000	  3.094774298E-002	 -1.429707050E+001	 -4.560641098E+001	  6.072420120E+000	 -1.168189907E+001	  1.804570556E+000	  2.972853929E-002	 -1.629042206E+002	 -1.014499146E+003	  6.072998524E+000
   30.7188	  6.442558169E-001	 -9.431957453E-002	  0.000000000E+000	  0.000000000E+000	  3.540939331E+002	  1.950000000E+001	  1.891500000E+003	 -6.046900060E-003	  1.066839090E-003	  0.000000000E+000	 -4.643055344E+001	  3.036835632E+002	  6.930042267E+001	 -9.965473413E-001	  1.616769165E+003	 -9.475735664E+000	  1.899239258E+003	  1.895690084E+000	 -1.197210312E+001	 -2.663403893E+001	  2.249391794E+000	 -9.448026657E+000	  1.474096060E+000	  2.867284417E-002	 -1.429510021E+001	 -4.548469543E+001	  6.502338409E+000	 -1.164608860E+001	  1.861734986E+000	  2.745985612E-002	 -1.676072693E+002	 -1.011315430E+003	  6.502929688E+000
   30.7250	  6.443472505E-001	 -9.433388710E-002	  0.000000000E+000	  0.000000000E+000	  3.548251953E+002	  1.950000000E+001	  1.891500000E+003	 -6.027251016E-003	  1.094962587E-003	  0.000000000E+000	 -4.643679047E+001	  3.037312927E+002	  6.931028748E+001	 -9.957913756E-001	  1.616772583E+003	 -9.484283447E+000	  1.899536987E+003	  1.896262288E+000	 -1.189464378E+001	 -2.658014107E+001	  3.011210918E+000	 -9.413569450E+000	  1.519493580E+000	  2.575107105E-002	 -1.426785946E+001	 -4.535842514E+001	  6.926937580E+000	 -1.160866261E+001	  1.919117928E+000	  2.454459853E-002	 -1.723048859E+002	 -1.007984375E+003	  6.927541256E+000
   30.7313	  6.444482207E-001	 -9.434971213E-002	  0.000000000E+000	  0.000000000E+000	  3.555564270E+002	  1.950000000E+001	  1.891500000E+003	 -6.006702315E-003	  1.122922287E-003	  0.000000000E+000	 -4.644187927E+001	  3.037837219E+002	  6.932114410E+001	 -9.952541590E-001	  1.616775757E+003	 -9.485010147E+000	  1.899864502E+003	  1.896875978E+000	 -1.180226326E+001	 -2.650602913E+001	  3.770037174E+000	 -9.377532959E+000	  1.564875603E+000	  2.311567962E-002	 -1.422587872E+001	 -4.522260666E+001	  7.348393440E+000	 -1.156972790E+001	  1.976516724E+000	  2.191603743E-002	 -1.769883575E+002	 -1.004509888E+003	  7.349009037E+000
   30.7375	  6.445587277E-001	 -9.436704218E-002	  0.000000000E+000	  0.000000000E+000	  3.562876892E+002	  1.950000000E+001	  1.891500000E+003	 -5.985255353E-003	  1.150713302E-003	  0.000000000E+000	 -4.644531631E+001	  3.038408203E+002	  6.933293915E+001	 -9.949851632E-001	  1.616779297E+003	 -9.476782799E+000	  1.900219971E+003	  1.897493362E+000	 -1.168635654E+001	 -2.641346931E+001	  4.527512550E+000	 -9.339890480E+000	  1.610371947E+000	  2.034320869E-002	 -1.416059971E+001	 -4.508005905E+001	  7.768653870E+000	 -1.152921391E+001	  2.034131765E+000	  1.915071160E-002	 -1.816649323E+002	 -1.000889526E+003	  7.769279480E+000
   30.7438	  6.446787715E-001	 -9.438584000E-002	  0.000000000E+000	  0.000000000E+000	  3.570189514E+002	  1.950000000E+001	  1.891500000E+003	 -5.962911528E-003	  1.178330742E-003	  0.000000000E+000	 -4.644823074E+001	  3.039026184E+002	  6.934561157E+001	 -9.949284792E-001	  1.616782593E+003	 -9.462543488E+000	  1.900603516E+003	  1.898137331E+000	 -1.155896568E+001	 -2.630286789E+001	  5.279941082E+000	 -9.300627708E+000	  1.655835152E+000	  1.731360890E-002	 -1.408423519E+001	 -4.493220901E+001	  8.183260918E+000	 -1.148708630E+001	  2.091607809E+000	  1.612856612E-002	 -1.863208771E+002	 -9.971224976E+002	  8.183897972E+000
   30.7500	  6.448082328E-001	 -9.440609813E-002	  0.000000000E+000	  0.000000000E+000	  3.577501831E+002	  1.950000000E+001	  1.891500000E+003	 -5.939671304E-003	  1.205769600E-003	  0.000000000E+000	 -4.644924545E+001	  3.039689941E+002	  6.935921478E+001	 -9.950953722E-001	  1.616785278E+003	 -9.438991547E+000	  1.901013672E+003	  1.898753047E+000	 -1.140694237E+001	 -2.617367554E+001	  6.028785706E+000	 -9.259790421E+000	  1.701460361E+000	  1.397948340E-002	 -1.398381519E+001	 -4.477765274E+001	  8.593820572E+000	 -1.144336605E+001	  2.149259090E+000	  1.280216593E-002	 -1.909677734E+002	 -9.932095337E+002	  8.594467163E+000
   30.7563	  6.449471712E-001	 -9.442777932E-002	  0.000000000E+000	  0.000000000E+000	  3.584814453E+002	  1.950000000E+001	  1.891500000E+003	 -5.915537011E-003	  1.233025105E-003	  0.000000000E+000	 -4.644988632E+001	  3.040399475E+002	  6.937369537E+001	 -9.954215884E-001	  1.616788452E+003	 -9.410616875E+000	  1.901450439E+003	  1.899415612E+000	 -1.124723434E+001	 -2.602652550E+001	  6.774075508E+000	 -9.217374802E+000	  1.746840358E+000	  1.059879083E-002	 -1.387512016E+001	 -4.461688995E+001	  9.005096436E+000	 -1.139804077E+001	  2.206801653E+000	  9.429528378E-003	 -1.955934448E+002	 -9.891505737E+002	  9.005752563E+000
   30.7625	  6.450954676E-001	 -9.445086122E-002	  0.000000000E+000	  0.000000000E+000	  3.592126770E+002	  1.950000000E+001	  1.891500000E+003	 -5.890509114E-003	  1.260092366E-003	  0.000000000E+000	 -4.644966888E+001	  3.041155396E+002	  6.938896179E+001	 -9.959717989E-001	  1.616791016E+003	 -9.375598907E+000	  1.901912109E+003	  1.900080442E+000	 -1.107072830E+001	 -2.586115456E+001	  7.513339996E+000	 -9.173401833E+000	  1.792287230E+000	  6.994882599E-003	 -1.375030231E+001	 -4.444996262E+001	  9.409596443E+000	 -1.135109711E+001	  2.264265776E+000	  5.833945237E-003	 -2.001997528E+002	 -9.849451294E+002	  9.410261154E+000
   30.7688	  6.452530622E-001	 -9.447530657E-002	  0.000000000E+000	  0.000000000E+000	  3.599439392E+002	  1.950000000E+001	  1.891500000E+003	 -5.864589475E-003	  1.286966377E-003	  0.000000000E+000	 -4.644800186E+001	  3.041957092E+002	  6.940498352E+001	 -9.967327118E-001	  1.616793701E+003	 -9.332891464E+000	  1.902397949E+003	  1.900754333E+000	 -1.087514687E+001	 -2.567718887E+001	  8.247371674E+000	 -9.127917290E+000	  1.837745786E+000	  3.558005672E-003	 -1.360664368E+001	 -4.427523422E+001	  9.810843468E+000	 -1.130255699E+001	  2.321780443E+000	  2.405696316E-003	 -2.047907104E+002	 -9.805940552E+002	  9.811515808E+000
   30.7750	  6.454199553E-001	 -9.450110048E-002	  0.000000000E+000	  0.000000000E+000	  6.752051711E-001	  1.950000000E+001	  1.891500000E+003	 -5.837778561E-003	  1.313642249E-003	  0.000000000E+000	 -4.644579315E+001	  3.042802734E+002	  6.942179871E+001	 -9.976714253E-001	  1.616796387E+003	 -9.284867287E+000	  1.902906860E+003	  1.901443362E+000	 -1.067032814E+001	 -2.547620773E+001	  8.974619865E+000	 -9.080893517E+000	  1.883079290E+000	 -7.634054055E-005	 -1.345390034E+001	 -4.409509277E+001	  1.020721149E+001	 -1.125237083E+001	  2.379072666E+000	 -1.219737227E-003	 -2.093555756E+002	 -9.760961914E+002	  1.020789146E+001
   30.7812	  6.455960274E-001	 -9.452819824E-002	  0.000000000E+000	  0.000000000E+000	  1.406445146E+000	  1.950000000E+001	  1.891500000E+003	 -5.810078699E-003	  1.340115210E-003	  0.000000000E+000	 -4.644319916E+001	  3.043694763E+002	  6.943932343E+001	 -9.987336397E-001	  1.616799072E+003	 -9.232634544E+000	  1.903438477E+003	  1.902165890E+000	 -1.046048260E+001	 -2.525745010E+001	  9.696543694E+000	 -9.032359123E+000	  1.928136110E+000	 -3.723644186E-003	 -1.329562283E+001	 -4.390853119E+001	  1.060294151E+001	 -1.120055389E+001	  2.436114311E+000	 -4.857845139E-003	 -2.138922882E+002	 -9.714518433E+002	  1.060363007E+001
   30.7875	  6.457812786E-001	 -9.455657750E-002	  0.000000000E+000	  0.000000000E+000	  2.137685061E+000	  1.950000000E+001	  1.891500000E+003	 -5.781490356E-003	  1.366380253E-003	  0.000000000E+000	 -4.643936157E+001	  3.044630127E+002	  6.945751190E+001	 -1.000028014E+000	  1.616801147E+003	 -9.173131943E+000	  1.903990723E+003	  1.902869344E+000	 -1.023137093E+001	 -2.502124977E+001	  1.041013145E+001	 -8.982347488E+000	  1.973271489E+000	 -7.470940705E-003	 -1.311886120E+001	 -4.371566391E+001	  1.099088860E+001	 -1.114707756E+001	  2.493092775E+000	 -8.595638908E-003	 -2.184085083E+002	 -9.666605225E+002	  1.099158382E+001
   30.7938	  6.459755898E-001	 -9.458619356E-002	  0.000000000E+000	  0.000000000E+000	  2.868952513E+000	  1.950000000E+001	  1.891500000E+003	 -5.752015393E-003	  1.392432838E-003	  0.000000000E+000	 -4.643539429E+001	  3.045609741E+002	  6.947632599E+001	 -1.001415968E+000	  1.616803345E+003	 -9.110713959E+000	  1.904562988E+003	  1.903615117E+000	 -9.998316765E+000	 -2.476828384E+001	  1.111692524E+001	 -8.930845261E+000	  2.018094301E+000	 -1.144922059E-002	 -1.293763447E+001	 -4.351765823E+001	  1.137755299E+001	 -1.109192371E+001	  2.549776793E+000	 -1.256418508E-002	 -2.228940277E+002	 -9.617216187E+002	  1.137825394E+001
   30.8000	  6.461789608E-001	 -9.461702406E-002	  0.000000000E+000	  0.000000000E+000	  3.600192547E+000	  1.950000000E+001	  1.891500000E+003	 -5.721655209E-003	  1.418267842E-003	  0.000000000E+000	 -4.643092728E+001	  3.046633606E+002	  6.949571991E+001	 -1.002939463E+000	  1.616805176E+003	 -9.044043541E+000	  1.905154541E+003	  1.904371619E+000	 -9.761861801E+000	 -2.449831009E+001	  1.181594563E+001	 -8.877885818E+000	  2.062602997E+000	 -1.538968645E-002	 -1.275258350E+001	 -4.331308365E+001	  1.176190281E+001	 -1.103511524E+001	  2.606127262E+000	 -1.649461687E-002	 -2.273470306E+002	 -9.566361694E+002	  1.176261044E+001
   30.8063	  6.463912129E-001	 -9.464902431E-002	  0.000000000E+000	  0.000000000E+000	  4.331459999E+000	  1.950000000E+001	  1.891500000E+003	 -5.690411665E-003	  1.443880610E-003	  0.000000000E+000	 -4.642608643E+001	  3.047699890E+002	  6.951564026E+001	 -1.004590273E+000	  1.616807495E+003	 -8.973388672E+000	  1.905763672E+003	  1.905158401E+000	 -9.515774727E+000	 -2.421112442E+001	  1.250574493E+001	 -8.823524475E+000	  2.106984615E+000	 -1.908997446E-002	 -1.255818939E+001	 -4.310112762E+001	  1.213989639E+001	 -1.097664452E+001	  2.662188292E+000	 -2.018461004E-002	 -2.317693787E+002	 -9.514039917E+002	  1.214060974E+001
   30.8125	  6.466123462E-001	 -9.468216449E-002	  0.000000000E+000	  0.000000000E+000	  5.062699795E+000	  1.950000000E+001	  1.891500000E+003	 -5.658286624E-003	  1.469266484E-003	  0.000000000E+000	 -4.642129898E+001	  3.048809509E+002	  6.953612518E+001	 -1.006349087E+000	  1.616809448E+003	 -8.900356293E+000	  1.906389893E+003	  1.905976772E+000	 -9.269392967E+000	 -2.390756035E+001	  1.318735886E+001	 -8.767725945E+000	  2.150997877E+000	 -2.298401110E-002	 -1.236297607E+001	 -4.288375473E+001	  1.251570892E+001	 -1.091647816E+001	  2.717816114E+000	 -2.406805009E-002	 -2.361546173E+002	 -9.460244141E+002	  1.251642990E+001
   30.8188	  6.468422413E-001	 -9.471640736E-002	  0.000000000E+000	  0.000000000E+000	  5.793940067E+000	  1.950000000E+001	  1.891500000E+003	 -5.625281483E-003	  1.494420576E-003	  0.000000000E+000	 -4.641574097E+001	  3.049960632E+002	  6.955703735E+001	 -1.008175373E+000	  1.616811279E+003	 -8.823203087E+000	  1.907031494E+003	  1.906761408E+000	 -9.018051147E+000	 -2.358751297E+001	  1.385972786E+001	 -8.710555077E+000	  2.194685936E+000	 -2.661060728E-002	 -1.216235447E+001	 -4.265934372E+001	  1.288912106E+001	 -1.085463047E+001	  2.773131132E+000	 -2.768382616E-002	 -2.405067596E+002	 -9.404981079E+002	  1.288984489E+001
   30.8250	  6.470807195E-001	 -9.475170821E-002	  0.000000000E+000	  0.000000000E+000	  6.525207043E+000	  1.950000000E+001	  1.891500000E+003	 -5.591398105E-003	  1.519338228E-003	  0.000000000E+000	 -4.641065979E+001	  3.051154175E+002	  6.957838440E+001	 -1.010154009E+000	  1.616812622E+003	 -8.744729996E+000	  1.907687744E+003	  1.907636046E+000	 -8.763988495E+000	 -2.325206757E+001	  1.452100182E+001	 -8.651963234E+000	  2.238117456E+000	 -3.083477356E-002	 -1.195915318E+001	 -4.243118668E+001	  1.325536823E+001	 -1.079102993E+001	  2.827958822E+000	 -3.189687058E-002	 -2.448194885E+002	 -9.348228149E+002	  1.325609493E+001
   30.8313	  6.473277211E-001	 -9.478803724E-002	  0.000000000E+000	  0.000000000E+000	  7.256447315E+000	  1.950000000E+001	  1.891500000E+003	 -5.556639284E-003	  1.544014900E-003	  0.000000000E+000	 -4.640529633E+001	  3.052388306E+002	  6.960012817E+001	 -1.012140155E+000	  1.616813965E+003	 -8.663389206E+000	  1.908357056E+003	  1.908511281E+000	 -8.512507439E+000	 -2.290146446E+001	  1.517332172E+001	 -8.592006683E+000	  2.281095266E+000	 -3.490537405E-002	 -1.175777817E+001	 -4.219707108E+001	  1.362023258E+001	 -1.072572231E+001	  2.882277250E+000	 -3.595612943E-002	 -2.490906982E+002	 -9.290003662E+002	  1.362096405E+001
   30.8375	  6.475831866E-001	 -9.482534975E-002	  0.000000000E+000	  0.000000000E+000	  7.987687111E+000	  1.950000000E+001	  1.891500000E+003	 -5.521006417E-003	  1.568445819E-003	  0.000000000E+000	 -4.640015411E+001	  3.053663330E+002	  6.962218475E+001	 -1.014177680E+000	  1.616815674E+003	 -8.581347466E+000	  1.909039062E+003	  1.909360886E+000	 -8.260822296E+000	 -2.253289604E+001	  1.581473637E+001	 -8.530777931E+000	  2.323686600E+000	 -3.817927465E-002	 -1.155577183E+001	 -4.195278168E+001	  1.398144722E+001	 -1.065877533E+001	  2.936107397E+000	 -3.921842203E-002	 -2.533211212E+002	 -9.230332642E+002	  1.398218250E+001
   30.8438	  6.478468180E-001	 -9.486361593E-002	  0.000000000E+000	  0.000000000E+000	  8.718954086E+000	  1.950000000E+001	  1.891500000E+003	 -5.484502763E-003	  1.592626679E-003	  0.000000000E+000	 -4.639537811E+001	  3.054975891E+002	  6.964463806E+001	 -1.016301870E+000	  1.616817139E+003	 -8.498670578E+000	  1.909732178E+003	  1.910354853E+000	 -8.014565468E+000	 -2.215081978E+001	  1.644570160E+001	 -8.468170166E+000	  2.365771294E+000	 -4.201836884E-002	 -1.135845661E+001	 -4.170596313E+001	  1.434013271E+001	 -1.059003353E+001	  2.989330053E+000	 -4.304568097E-002	 -2.575056152E+002	 -9.169166260E+002	  1.434087181E+001
